Product Name (English),Product Status,Product Token,Product Type,Description (English),Selling Method,Case Size,Minimum Order Quantity,Item Weight,Item Weight Unit,Item Length,Item Width,Item Height,Item Dimensions Unit,Packaged Weight,Packaged Weight Unit,Packaged Length,Packaged Width,Packaged Height,Packaged Dimensions Unit,Option Status,SKU,GTIN,Option 1 Name,Option 1 Value,Option 2 Name,Option 2 Value,Option 3 Name,Option 3 Value,USD Unit Wholesale Price,USD Unit Retail Price,CAD Unit Wholesale Price,CAD Unit Retail Price,GBR Unit Wholesale Price,GBR Unit Retail Price,EUR Unit Wholesale Price,EUR Unit Retail Price,AUD Unit Wholesale Price,AUD Unit Retail Price,Option Image,Preorder,Ship By Date (YYYY-MM-DD),"Ship By End Date (if range, YYYY-MM-DD)",Deadline To Order (YYYY-MM-DD),Sell After Order By/Ship Date,Product Images,Made In Country,Tester Price (USD),Tester Price (CAD),Tester Price (GBP),Tester Price (EUR),Tester Price (AUD),Customizable,Customization Instructions,Customization Input Required,Customization Input Character Limit,Customization Minimum Order Quantity,Customization Charge Per Unit (USD),Customization Charge Per Unit (CAD),Customization Charge Per Unit (GBP),Customization Charge Per Unit (EUR),Customization Charge Per Unit (AUD),Continue selling when out of stock,On Hand Inventory,On Hand Inventory (Read Only),Restock Date,HS6 Tariff Code
HB Purrfect Birthday - letterpress card,Published,p_uy73gddvp6,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1356,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/8781032a61bff677998baeae31cec4f1e160b7686576e73eed2757f6bc029d83.jpeg https://cdn.faire.com/fastly/cc8a6ae6a5254abfd6f56d9566e7e988b0c86d7eff30f103f7b59c18b9a42634.jpeg https://cdn.faire.com/fastly/33cb83ddd4ed801a312dfbef5103bb2f235af291cfb18d9997f7d1a88ad18f01.jpeg,United States,,,,,,No,,,,,,,,,,Yes,164,164,,490900
Hang In There - letterpress card ,Published,p_c25ha2z4n8,Get Well Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,6.00,4.30,,in,Published,1351,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/db666b27f443118845267af05e7f25e291649f9cd75c3c8a75c48a1987dcb52a.jpeg https://cdn.faire.com/fastly/cc1a1fee2913e8a9ed751bb56fd50ab4a229bb303694bd23b32c538c9be68237.jpeg https://cdn.faire.com/fastly/4c94ca0404ad22315c4fefcc9c3b99ff62872fd7e2da9167f1ed5a5fa94e8e72.jpeg,United States,,,,,,No,,,,,,,,,,Yes,92,92,,490900
Anniversary You & Me - letterpress card,Published,p_42qsqptmh6,Anniversary Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1352,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/adf714905dc0b2e722d21fe23c5c58961319577077b5da478ef5895287ebfd84.jpeg https://cdn.faire.com/fastly/b7efca00ff4ad6363a31d55762ddb0bc8715f15bf0da9920d7346832fc2ffad6.jpeg https://cdn.faire.com/fastly/b71d8c40be4076410e65e60b99c7b1ded7c5c291edd662f31e79db5bc239d101.jpeg,United States,,,,,,No,,,,,,,,,,Yes,116,116,,490900
Thank You Vibes - letterpress card ,Published,p_ne4p8rggjf,Thank You Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1353,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/e376fa0334c21f675aa76e84545cefcb75c7820f7a60195e2f231228ef2462ca.jpeg https://cdn.faire.com/fastly/eac0d2a6e92bc4f089f01b0136b0b82476ea5f609157f5620ef58d724444fb39.jpeg,United States,,,,,,No,,,,,,,,,,Yes,140,140,,490900
Valentine's You & Me - letterpress cards,Published,p_t39du2b3pj,Valentine's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1350,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/e8a2baac0836b9054d944b6d8dab817fe78e66666d91349e86eae5c9d46607be.jpeg https://cdn.faire.com/fastly/bac1d82640482d3ade9e239a16a5cd04a916f55ee994e86a09055ba08fd86692.jpeg https://cdn.faire.com/fastly/8bf2cf2d7ad9f029b54b98ffc39901b4562e2eaee08b4f3d85d654f55a72e359.jpeg https://cdn.faire.com/fastly/5d34eaeff4856a211270b50210cdd3435d81a127056f7f7245c9dae2b8d4f730.jpeg,United States,,,,,,No,,,,,,,,,,Yes,116,116,,490900
Valentine's Day Hearts - letterpress cards,Published,p_t59h7eccra,Valentine's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1349,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/550ea1d0c04b6a907bedf8dc92b9aac7d6ad7c9580676bb6eba76bff34f372b1.jpeg https://cdn.faire.com/fastly/2392389e1f0324c0aedd99adcecec39cf495f95a64b9e533609646005d27b791.jpeg https://cdn.faire.com/fastly/f3bb758a634ea0dfd338991baf6486677d75e97aa01e0cbea5ba1285fbb3fb5a.jpeg,United States,,,,,,No,,,,,,,,,,Yes,68,68,,490900
Valentine's Day Fox - letterpress cards,Published,p_p7ajwmy6r5,Valentine's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1348,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/c9b4117b35cdfb045435f659737032e76c56dcf84b3e1e28ccda5ef45d4fc58a.jpeg https://cdn.faire.com/fastly/c799ce9ba141c2ab33c8c381ddf3524a8fbdcd30cf057a9064ff60e7cffdd39a.jpeg https://cdn.faire.com/fastly/5a8ba6cc529010883fdb95a986e897709a86e4b4da2410492ef8963af9440ed0.jpeg,United States,,,,,,No,,,,,,,,,,Yes,202,202,,490900
Happy Birthday Big Guy- letterpress card,Published,p_j4eus8w8gz,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.25,lb,,,,in,Published,1293,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/69a1b2228c93ebe4e9e7a66b58ba06522da044ad93571a0603db6f155d244611.jpeg https://cdn.faire.com/fastly/9bb89a1dd55875de0994d83edae9c396e492ea2426d47d51e617614ce928569d.jpeg https://cdn.faire.com/fastly/36d5605d5baa101d79c1b94b2875a4e9f52918e86b69ac771ebaee9b565a551f.jpeg,United States,,,,,,No,,,,,,,,,,Yes,122,122,,490900
Birthday Vibes - letterpress card,Published,p_2w6nvqpmpj,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.25,lb,,,,,Published,1331,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/483005cc74a5aaad97ca75411aa714b7591ed58713214a709673dc189cde1f67.jpeg https://cdn.faire.com/fastly/97f6a49e576712271d7703e47569d1e2298632e345b36020093ac2cfd5fbf1fe.jpeg https://cdn.faire.com/fastly/a30359468f563c2bf0247adfee25b2cabe6a9fad06b3923aff60cf7b8bc1b6ec.jpeg,United States,,,,,,No,,,,,,,,,,Yes,56,56,,490900
Happy Birthday Handbag - letterpress card,Published,p_6b3329f8ez,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.01,lb,,,,,Published,1329,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/ca48f9d6cf1f1068d405ecb0202381448bbc64242db9bfda1eabd9fe8992f8aa.jpeg https://cdn.faire.com/fastly/071c36fe68ea6630d0bdb095b55d5ccc9cf59a057926c595de3e081ea58a2dec.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Anniversary Cheetah- letterpress card,Published,p_8fm2tsyurv,Anniversary Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.35,lb,,,,,Published,1337,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/ea3a302af511e72d7418cb84dd8d9db3e56e485311a44b2ef652c0af61f941f6.jpeg https://cdn.faire.com/fastly/6bddd49e83f3bb0ee31f5969d23f9a7ebbfd5d746b983ae932a35cf1f55a2c2b.jpeg https://cdn.faire.com/fastly/9786715bfb64da98b4c512bca6519576205a3ca9c7a001374a1866fab97c2e2d.jpeg,United States,,,,,,No,,,,,,,,,,Yes,122,122,,490900
Anniversary Foxy - letterpress card,Published,p_9qg6n86rq3,Anniversary Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.35,lb,,,,,Published,1336,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/1163b327f3235eea9d12cdf4b563c646c21d9d43cbe7ad21ddf00f7f3f4733bd.jpeg https://cdn.faire.com/fastly/7b810108a86981a1c8c74595db653361a28ad0a5f63c0f854f453f3f8f66ea09.jpeg https://cdn.faire.com/fastly/97fe4a77599292fec85dea04932f6f108c1955489e198fec1b5b5257cebb4edd.jpeg,United States,,,,,,No,,,,,,,,,,Yes,32,32,,490900
Happy Birthday Alligator - letterpress card,Published,p_rxk7yzqba6,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.01,lb,,,,,Published,1333,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/24af698c6226d9e9db91936f2239869cab7a34acd6e5c234d1cdd1b449b04b31.jpeg https://cdn.faire.com/fastly/435d87d5fb8c30b46ec98e595c39f7b9551552b7cd55a5f5072c17c1d2db9d39.jpeg https://cdn.faire.com/fastly/efb64cdd8f2cdd5932faa1f6a1c32e400175e4bbdd684e8ae79d11f9735caa59.jpeg,United States,,,,,,No,,,,,,,,,,Yes,92,92,,490900
Happy Birthday Crocodile - letterpress card,Published,p_d6h53rej3m,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.01,lb,,,,,Published,1334,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/a0c1049985df89c2c13ff3e5a1d1cf7a99c182443bdb550677ae22ba13d55a4b.jpeg https://cdn.faire.com/fastly/63f00b679a232306cb915eae70e47f0f964431e7d0ec86e54f5be5e8c46a9d31.jpeg https://cdn.faire.com/fastly/aece9010c7e7339604e639f6c9b24692bac80b3b20d0acce4a9587d3c702daba.jpeg,United States,,,,,,No,,,,,,,,,,Yes,92,92,,490900
Dog Sympathy - letterpress cards,Published,p_n57cry3bfn,Sympathy Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.01,lb,,,,,Published,1342,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/a9d91c2c458728d2c9f6d12d9640df4baf2fbe65f4257b844925640709d8c5c1.jpeg https://cdn.faire.com/fastly/cb7399ca1ceeb7b630b67f07e0f4238a57be9e05bdc6e104265dad428255fe3e.jpeg,United States,,,,,,No,,,,,,,,,,Yes,158,158,,490900
Cat Sympathy - letterpress cards,Published,p_skpggwd4cw,Sympathy Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1341,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/e0cfc34534e445c2d897f54ac97350cf4cf0ae2726dd035699ee6efadd74505c.jpeg https://cdn.faire.com/fastly/8820e8748ad2f5e9c864d9b376e2f2fb692a7f91a5bc8862403fb3a45d958559.jpeg,United States,,,,,,No,,,,,,,,,,Yes,158,158,,490900
Hanukkah Peace - Single,Published,p_vsf229dc2q,Hanukkah Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1326,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/2be408374436ef3687e771a4a747f03c5f5c6508a8f0528c25c0171e9831ecbf.jpeg https://cdn.faire.com/fastly/9cf44b1280f2090c98e3f897f9e0c3d2b9145a06b55b24e64bb03325fc68c0ef.jpeg,United States,,,,,,No,,,,,,,,,,Yes,158,158,,490900
Christmas Tree on Car - Single,Published,p_h39wrkmbag,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.35,lb,,,,,Published,1323,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/a6782c168a6bf718326efa9afad1e40e68777f6fe038b169957662b797c88251.jpeg https://cdn.faire.com/fastly/a82bc6c6f80dc0cf215c5338c80629172d7f0ef7d44f2ec889fb3ba2678272ac.jpeg https://cdn.faire.com/fastly/6144204cca8ff9eccdf0c3bef6099ce1a2a6016e2174fcfff3ad27dcc03fbb23.jpeg,United States,,,,,,No,,,,,,,,,,Yes,170,170,,490900
Christmas Ornaments - Single,Published,p_d2j6qu9frq,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1324,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/401f05445a753981cb7030e3eefb55e547aa5cafed35247547cbffc429aa3bc9.jpeg https://cdn.faire.com/fastly/7fdd6fe423a2a62621e3264f35e4026788e6abd14ac11d6a4d6b52f061b16988.jpeg https://cdn.faire.com/fastly/2287660371e4f22df8bfb65b43d421a82130873f5764d7898cc2c0c184dc5a8f.jpeg,United States,,,,,,No,,,,,,,,,,Yes,146,146,,490900
Anniversary TV - letterpress card,Published,p_u97eahb6av,Anniversary Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1338,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/32238e2802e6ebec76c28525465e104d4b147c6f7aedc7cebf936330c4dfffa8.jpeg https://cdn.faire.com/fastly/1391005011ba6eac4070d8f34c94143137b8b555b25ff9ce34156c670beb51f1.jpeg https://cdn.faire.com/fastly/952401152dde610f0a1f08dd879d56c059cf1cdefd26ea7da5ec39106eb9c183.jpeg,United States,,,,,,No,,,,,,,,,,Yes,164,164,,490900
Happy Birthday Pink Flower - letterpress card,Published,p_7g2mvzv8fx,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.01,lb,,,,,Published,1328,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/6ca0a0d05986dc2d27dcc8dec95e6dfcbefb96b415e8dff40dd48abf82cf7ebd.jpeg https://cdn.faire.com/fastly/bdae251af41f6d596ab574bbc9bf5e91bf8ef454fbb84280cc21f82e2cb0bbc2.jpeg,United States,,,,,,No,,,,,,,,,,Yes,56,56,,490900
Happy Birthday Purple Flower - letterpress card,Published,p_79pjm38z2b,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,0.01,lb,,,,,Published,1327,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/32de5749650a38b7df56e4fedee0bca397f22dc2262b667bda8ad4e6396dfffc.jpeg https://cdn.faire.com/fastly/faa03ed5b51cd70449bbc27764cf276d3050cf0aeaf46328ca32169fb0820e2a.jpeg https://cdn.faire.com/fastly/31f947a9972036afb79f2c8b64e8147876b47f9d4593b2b84abcbb6bac2f52dd.jpeg,United States,,,,,,No,,,,,,,,,,Yes,146,146,,490900
Mazel Tov Pink Flowers - letterpress card,Published,p_c5vtuwrzaj,Congratulations Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1340,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/3ed16b92023d57f990effb079088d4dc4ebe5cdcc87732f2b326489b0c510c8d.jpeg https://cdn.faire.com/fastly/6f8cc75c205d49c428b0d2fe1096d01f400776b4bda03be65cad46c9e60b981e.jpeg https://cdn.faire.com/fastly/28222a15b6e05443dc92b7d230cccde1ed47a93c2164845dbe711c7ea8affccb.jpeg,United States,,,,,,No,,,,,,,,,,Yes,158,158,,490900
Anniversary Purple Flower - letterpress card,Published,p_jea867ds8w,Anniversary Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1335,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/b12d4e5d379449593a7090e85c7b42dc831154d8bc399e4794f2e9f400836b36.jpeg https://cdn.faire.com/fastly/5c377a3c579cdb7e22e3dbef3fc36c0deeda966ef24e5b4da277518a64b5a697.jpeg https://cdn.faire.com/fastly/cff4d5960dd69974488da24994d55dfc6cdbd36f421d2cc2d7f34b59f0996a2f.jpeg,United States,,,,,,No,,,,,,,,,,Yes,86,86,,490900
Thank You Pink Flowers - letterpress card,Published,p_a6xjjkj2at,Thank You Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1339,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/9cfa4b0237a7b54a9e015228250bf8d51474e3fbce4e78be6a1a7ac02ece06be.jpeg https://cdn.faire.com/fastly/203d58fb321ed5c83c4ff2f9a643ae5256c520433670473dd314d02d0ec3ea5f.jpeg https://cdn.faire.com/fastly/9448bfa6fdede23e9b843fb6e482a97dd015c46a4a57d4e7b3fd2ec4e6206e80.jpeg,United States,,,,,,No,,,,,,,,,,Yes,122,122,,490900
HB Sweet Friend Flowers - letterpress card,Published,p_4m77rpvxeu,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1290,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/88b758595c8d71130e592b7703d11f82e49919f6af9314abf1f95fe4c54a4953.jpeg https://cdn.faire.com/fastly/b99fc22a9116c289bea852904ecbcd759890d96b565799d8de50414a2fccaf4c.jpeg https://cdn.faire.com/fastly/424acea420967154ede43489c5bd5e9451534b673afb05b68ae0c13f59b57c5f.jpeg,United States,,,,,,No,,,,,,,,,,Yes,18,18,,490900
HB Cat Lovely Birthday - letterpress card,Published,p_awmnn4bx98,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1289,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/775eb2c59fa2e90559c314495def2de1514c0e2540016090b84273a6cbe07882.jpeg https://cdn.faire.com/fastly/9383acd96b16869766eccccd4fe4f0b7beba3e7f19056866296b88e93cf21e23.jpeg https://cdn.faire.com/fastly/d9cf3f0a0f1b0bfb2b278540239c96653ccf21dc20eabd6df8cc8ba38ce142ba.jpeg,United States,,,,,,No,,,,,,,,,,Yes,110,110,,490900
HB Party Animal - letterpress card,Published,p_kp36ug6bdm,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1292,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/411ed5695b7a644f4a8642f5de83bd99095913585a9bffade5ac83129bd50ef7.jpeg https://cdn.faire.com/fastly/2019569331bdb95063a0346d1fc58003d5d4628d5bdd817b354ce814d3e06018.jpeg https://cdn.faire.com/fastly/1c51fe7b17237db2ea2f39d9574683db1eebbd4dffd52cbbb7e09b9680b57b6f.jpeg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
